Name	Artist	Composer	Album	Grouping	Work	Movement Number	Movement Count	Movement Name	Genre	Size	Time	Disc Number	Disc Count	Track Number	Track Count	Year	Date Modified	Date Added	Bit Rate	Sample Rate	Volume Adjustment	Kind	Equalizer	Comments	Plays	Last Played	Skips	Last Skipped	My Rating	Location
I B 4 U	Avishai Cohen		Colors						Jazz	15672959	390			9		2000	9/27/10, 5:32 PM	3/21/20, 2:14 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/Colors/09 - Avishai Cohen - I B 4 U.mp3
Look What You've Done To Me (Original Mix)	Axel Boman		Black Magic Boman EP						House	15947952	391			4		2013	3/21/20, 5:42 PM	3/21/20, 5:41 PM	320	44100		MPEG audio file		Visit http://theaxelboman.bandcamp.com						Macintosh HD/Users/mck/Dropbox/Tracks/Axel Boman - Black Magic Boman EP/Axel Boman - Black Magic Boman EP - 04 Look What You've Done To Me (Original Mix).mp3
Acceptance (Original Mix)	Nastia Reigel		Trust, Intimacy		Enemy Records				Techno	15744212	391			4		2017	8/14/18, 6:39 PM	3/21/20, 3:11 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Tracks/9556387_Acceptance_Original_Mix.mp3
Flux	JX-216		Xingu EP						Techno	15743822	392			2		2018	8/21/18, 3:50 AM	3/21/20, 3:04 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Tracks/2-JX-216-Flux-BEK033.mp3
The Gift	SpectraSoul		Shogun Audio Presents - Way Of The Warrior						Drum & Bass	16273536	392			1		2011	3/21/20, 2:41 PM	3/21/20, 2:14 PM	320	44100		MPEG audio file		www.digital-tunes.net						Macintosh HD/Users/mck/Dropbox/Other Music/Shogun-Audio-Presents---Way-Of-The-Warrior/01_SpectraSoul__The-Gift.mp3
BB	Kornél Kovács		The Bells						House	15774269	392			2		2017	3/21/20, 5:42 PM	3/21/20, 5:41 PM	320	44100		MPEG audio file		Visit http://studiobarnhus.bandcamp.com						Macintosh HD/Users/mck/Dropbox/Tracks/Kornél Kovács - The Bells/Kornél Kovács - The Bells - 02 BB.mp3
Grintstone (Original Mix)	Rommek		Sedimentary - Set in Stone Trilogy		Blueprint Records				Techno	15758389	393			2		2018	3/21/20, 5:15 PM	3/21/20, 3:11 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Tracks/10736627_Grintstone_Original_Mix.mp3
Vibrate	OutKast		Speakerboxx, The Love Below Disc 2						Rap	10587619	393			19	20	2003	9/6/09, 12:03 PM	3/21/20, 2:14 PM	215	44100		MPEG audio file		ÜberStandard - UberNet.org						Macintosh HD/Users/mck/Dropbox/Other Music/Speakerboxx, The Love Below Disc 2/19 - OutKast - Vibrate.mp3
Drenched 4 (Original Mix)	SSTROM		Drenched 1-4		RÃ¶sten				Techno	15908709	393			4		2019	9/19/19, 6:22 PM	3/21/20, 3:20 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Tracks/11830964_Drenched_4_Original_Mix.mp3
Distant Memories	Tony Lionni		As One						House	15795797	394			1		2010	3/21/20, 2:41 PM	3/21/20, 2:14 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/As One/01. Tony Lionni - Distant Memories.mp3
Overload	Brecc		Brecc - Overloaded						Techno	15905884	394			1		2019	3/21/20, 3:21 PM	3/21/20, 3:21 PM	320	44100		MPEG audio file		Visit http://coupprojekt.bandcamp.com						Macintosh HD/Users/mck/Dropbox/Tracks/Brecc - Brecc - Overloaded/Brecc - Brecc - Overloaded - 01 Overload.mp3
Space Technique (The Nvious Vocal Mix)	ASC		The Astral Traveller						Drum & Bass	15867996	394			11		2009	3/21/20, 3:01 PM	3/21/20, 2:47 PM	320	44100		MPEG audio file		Visit http://asc77.bandcamp.com						Macintosh HD/Users/mck/Dropbox/Tracks/ASC - The Astral Traveller/ASC - The Astral Traveller - 11 Space Technique (The Nvious Vocal Mix).mp3
Solar Analog (Original Mix)	Zadig		Propaganda Moscow: Act III		Propaganda Moscow				Techno	15870667	394			1		2017	8/16/18, 11:08 AM	3/21/20, 3:04 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Tracks/9969206_Solar_Analog_Original_Mix.mp3
Ahmid-6	Pat Metheny & Brad Mehldau		Metheny Mehldau						Jazz	9525866	395			2	10	2006	5/21/07, 9:40 PM	3/21/20, 2:14 PM	191	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/Metheny Mehldau/02 - Pat Metheny & Brad Mehldau - Ahmid-6.mp3
Francois K. / Enlightenment	Francois K		Deep And Sexy vol. 1 (mixed by Francois K)						House	12462860	395			6	12	2001	11/9/09, 11:15 AM	3/21/20, 2:14 PM	252	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/Deep And Sexy vol. 1 (mixed by Francois K)/6 - Francois K - Francois K. - Enlightenment.mp3
Indemnify (Original Mix)	Keith Carnal		Illusion		Arts				Techno	15944148	396			2		2016	4/9/18, 1:59 PM	3/21/20, 3:11 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Tracks/8477022_Indemnify_Original_Mix.mp3
Space Technique	ASC		The Astral Traveller						Drum & Bass	15948453	396			3		2009	3/21/20, 3:01 PM	3/21/20, 2:47 PM	320	44100		MPEG audio file		Visit http://asc77.bandcamp.com						Macintosh HD/Users/mck/Dropbox/Tracks/ASC - The Astral Traveller/ASC - The Astral Traveller - 03 Space Technique.mp3
Style	The Roy Hargrove Quintet		Earfood						Jazz	15927691	396			9		2008	11/13/10, 12:56 PM	3/21/20, 2:14 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/Earfood/09 - The Roy Hargrove Quintet - Style.mp3
Poldark	Ansome		Stowaway						Techno	15998420	397			3		2016	3/21/20, 3:18 PM	3/21/20, 3:15 PM	320	44100		MPEG audio file		Visit http://perctrax.bandcamp.com						Macintosh HD/Users/mck/Dropbox/Tracks/Ansome - Stowaway - 03 Poldark.mp3
NX1 09 026	NX1		NX1 09						Techno	15989142	398			2		2016	3/21/20, 3:18 PM	3/21/20, 3:14 PM	320	44100		MPEG audio file		Visit http://nexerecords.bandcamp.com						Macintosh HD/Users/mck/Dropbox/Tracks/NX1 - NX1 09/NX1 - NX1 09 - 02 NX1 09 026.mp3
Le Jeff	Avishai Cohen		Colors						Jazz	16006282	398			11		2000	9/27/10, 5:32 PM	3/21/20, 2:14 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/Colors/11 - Avishai Cohen - Le Jeff.mp3
Harmony's Song	Tony Lionni		As One						House	16019403	399			12		2010	3/21/20, 2:41 PM	3/21/20, 2:14 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/As One/12. Tony Lionni - Harmony's Song.mp3
Everlasting	Tony Lionni		As One						House	16024625	399			11		2010	3/21/20, 2:41 PM	3/21/20, 2:14 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/As One/11. Tony Lionni - Everlasting.mp3
Setoko	Sumo		Ishiki EP						House	16147005	400			5		2019	3/21/20, 5:42 PM	3/21/20, 5:41 PM	320	44100		MPEG audio file		Visit http://sumosk.bandcamp.com						Macintosh HD/Users/mck/Dropbox/Tracks/Sumo - Ishiki EP/Sumo - Ishiki EP - 05 Setoko.mp3
Seven Year Glitch	dBridge		EXIT LP002 - dBridge - The Gemini Principle						Drum & Bass	16158541	401			1		2014	3/21/20, 2:55 PM	3/21/20, 2:47 PM	320	44100		MPEG audio file		Visit http://exitrecordsuk.bandcamp.com						Macintosh HD/Users/mck/Dropbox/Tracks/dBridge - EXIT LP002 - dBridge - The Gemini Principle/dBridge - EXIT LP002 - dBridge - The Gemini Principle - 01 Seven Year Glitch.mp3
Third Triad	Sarah Davachi		Horae						Ambient	16108845	402			4		2020	3/21/20, 2:46 PM	3/21/20, 2:45 PM	320	44100		MPEG audio file		Visit http://sarahdavachi.bandcamp.com						Macintosh HD/Users/mck/Dropbox/Tracks/Sarah Davachi - Horae/Sarah Davachi - Horae - 04 Third Triad.mp3
MO 17	MOD3RN		10/15						Techno	16153088	402			2		2016	3/19/16, 9:56 PM	3/21/20, 3:16 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Tracks/MOD3RN/10_15/02 MO 17.mp3
OUFOUFOF (Original Mix)	SHXCXCHCXSH		OUFOUFOF		RÃ¶sten				Techno	16238714	403			1		2018	3/21/20, 5:15 PM	3/21/20, 3:20 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Tracks/11184671_OUFOUFOF_Original_Mix.mp3
Eye To Eye (Subjected Remix)	Michael Klein		Man In The Mirror EP		Suara				Techno	16294209	404			3		2018	8/14/18, 6:40 PM	3/21/20, 3:10 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Tracks/10897224_Eye_To_Eye_Subjected_Remix.mp3
Bound Universe	Abul Mogard		Circular Forms						Ambient	16277659	404			2		2015	3/21/20, 5:41 PM	3/21/20, 5:41 PM	320	44100		MPEG audio file		Visit http://abulmogard.bandcamp.com						Macintosh HD/Users/mck/Dropbox/Tracks/Abul Mogard - Circular Forms/Abul Mogard - Circular Forms - 02 Bound Universe.mp3
The Bells	Kornél Kovács		The Bells						House	16280000	405			8		2017	3/21/20, 5:42 PM	3/21/20, 5:41 PM	320	44100		MPEG audio file		Visit http://studiobarnhus.bandcamp.com						Macintosh HD/Users/mck/Dropbox/Tracks/Kornél Kovács - The Bells/Kornél Kovács - The Bells - 08 The Bells.mp3
Deep Field	Tony Lionni		As One						House	16277489	406			6		2010	3/21/20, 2:41 PM	3/21/20, 2:14 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/As One/06. Tony Lionni - Deep Field.mp3
Pure Elegance	dBridge		EXIT LP002 - dBridge - The Gemini Principle						Drum & Bass	16344532	406			9		2014	3/21/20, 2:55 PM	3/21/20, 2:47 PM	320	44100		MPEG audio file		Visit http://exitrecordsuk.bandcamp.com						Macintosh HD/Users/mck/Dropbox/Tracks/dBridge - EXIT LP002 - dBridge - The Gemini Principle/dBridge - EXIT LP002 - dBridge - The Gemini Principle - 09 Pure Elegance.mp3
Starbust	KOPP, Jonas		Starbust EP						Techno	16299008	406			1		2014	3/29/17, 6:09 PM	3/21/20, 3:14 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Tracks/juno_download_1104757_C7250668_D3D944/Jonas_Kopp_-_Starbust_EP_-_CLR_Germany/1-Jonas_Kopp_-_Starbust-320kb_s_MP3.mp3
Grey Layers	YAN COOK		Arrival EP						Techno	16289792	406			2		2017	8/22/17, 8:37 PM	3/21/20, 3:19 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Tracks/juno_download_1104757_C7544693_D3D944/Yan_Cook_-_Arrival_EP_-_Cooked/2-Yan_Cook_-_Grey_Layers-320kb_s_MP3.mp3
Juno	ASC		The Astral Traveller						Drum & Bass	16362233	406			4		2009	3/21/20, 3:01 PM	3/21/20, 2:47 PM	320	44100		MPEG audio file		Visit http://asc77.bandcamp.com						Macintosh HD/Users/mck/Dropbox/Tracks/ASC - The Astral Traveller/ASC - The Astral Traveller - 04 Juno.mp3
Stari Grad	LAG		All The Children Are Insane EP						Techno	16273920	406			1		2017	8/25/17, 7:38 PM	3/21/20, 3:19 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Tracks/Lag_-_All_The_Children_Are_Insane_EP_-_MORD/1-Lag_-_Stari_Grad-320kb_s_MP3.mp3
Nova Blur	Mark E		Outdoor Pursuits						House	16460788	407			1		2020	3/21/20, 5:42 PM	3/21/20, 5:41 PM	320	44100		MPEG audio file		Visit http://studiobarnhus.bandcamp.com						Macintosh HD/Users/mck/Dropbox/Tracks/Mark E - Outdoor Pursuits/Mark E - Outdoor Pursuits - 01 Nova Blur.mp3
Self (Original Mix)	Calibre		Shelflife 5		Signature				Drum & Bass	16418390	407			8		2018	11/13/18, 1:13 PM	3/21/20, 2:47 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Tracks/10591579_Self_Original_Mix.mp3
Klinsmann (Original Mix)	Axel Boman		Black Magic Boman EP						House	16589519	407			3		2013	3/21/20, 5:42 PM	3/21/20, 5:41 PM	320	44100		MPEG audio file		Visit http://theaxelboman.bandcamp.com						Macintosh HD/Users/mck/Dropbox/Tracks/Axel Boman - Black Magic Boman EP/Axel Boman - Black Magic Boman EP - 03 Klinsmann (Original Mix).mp3
Reminiscence	Inigo Kennedy		Strata						Techno	18819370	408	1	1	8	9	2018	3/21/20, 5:15 PM	3/21/20, 3:20 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Tracks/inigo kennedy - strata/08 Inigo Kennedy - Reminiscence.mp3
Avadon (Part 1) (Original Mix)	ShlÃ¸mo		Avadon EP		Wolfskuil Records				Techno	16365977	408			1		2015	5/10/18, 11:29 AM	3/21/20, 3:11 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Tracks/ShlÃ¸mo/Avadon EP/01 Avadon (Part 1) (Original Mix).mp3
987 (Original Mix)	Aiken		Propaganda Moscow: Act II		Propaganda Moscow				Techno	16440882	408			3		2017	8/14/18, 6:42 PM	3/21/20, 3:10 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Tracks/9677863_987_Original_Mix.mp3
Beachdrifta	Rufige Kru		15 Years of Metalheadz						Drum & Bass	18701186	408			11	15	2009	3/21/20, 2:40 PM	3/21/20, 2:14 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/15 Years of Metalheadz/11 - Rufige Kru - Beachdrifta.mp3
Half Light Of Dawn	Abul Mogard		Circular Forms						Ambient	16452157	409			3		2015	3/21/20, 5:41 PM	3/21/20, 5:41 PM	320	44100		MPEG audio file		Visit http://abulmogard.bandcamp.com						Macintosh HD/Users/mck/Dropbox/Tracks/Abul Mogard - Circular Forms/Abul Mogard - Circular Forms - 03 Half Light Of Dawn.mp3
X (Original Mix)	Jonas Kopp		Kern, Vol.2 (Mixed By DJ Hell) - The Exclusives		Tresor Records				Techno	16430949	409			1		2013	5/7/18, 3:57 PM	3/21/20, 3:11 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Tracks/4640597_X_Original_Mix.mp3
Addict (Original Mix)	Calibre		Shelflife 5		Signature				Drum & Bass	16489987	409			4		2018	11/13/18, 1:14 PM	3/21/20, 2:47 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Tracks/10591575_Addict_Original_Mix.mp3
Liman 2	LAG		All The Children Are Insane EP						Techno	16409600	410			3		2017	8/25/17, 7:38 PM	3/21/20, 3:19 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Tracks/Lag_-_All_The_Children_Are_Insane_EP_-_MORD/3-Lag_-_Liman_2-320kb_s_MP3.mp3
Funny Games (Original Mix)	Calibre		Shelflife 5		Signature				Drum & Bass	16519238	410			11		2018	11/13/18, 1:13 PM	3/21/20, 2:47 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Tracks/10591582_Funny_Games_Original_Mix.mp3
13th Floor / Growing Old	Outkast		ATLiens						Rap	16520157	411			14		1996	11/20/10, 10:42 AM	3/21/20, 2:14 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/ATLiens/14 - Outkast - 13th Floor - Growing Old.mp3
Sword Play (Original Mix)	Keith Carnal		Illusion		Arts				Techno	16545556	411			3		2016	4/9/18, 1:59 PM	3/21/20, 3:11 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Tracks/8477023_Sword_Play_Original_Mix.mp3
Leather	SHIFTED		Crossed Paths						Techno	16543232	411			5		2012	3/23/16, 4:56 PM	3/21/20, 3:16 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Tracks/SHIFTED/Crossed Paths/05 Leather.mp3
Deep Down (Original Mix)	Calibre		Shelflife 5		Signature				Drum & Bass	16601513	412			9		2018	11/13/18, 1:13 PM	3/21/20, 2:47 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Tracks/10591580_Deep_Down_Original_Mix.mp3
Inside (Original Mix)	Hiroaki Iizuka		Inside (featuring Endlec rmxes)		Self Reflektion				Techno	16706250	413			1		2018	8/16/18, 11:08 AM	3/21/20, 3:04 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Tracks/10506871_Inside_Original_Mix.mp3
Home Town Chicago	Boo Williams		Home Town Chicago						House	16654617	414			1		2011	3/21/20, 2:31 PM	3/21/20, 2:14 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/Home Town Chicago[FLAC]/1-Home_Town_Chicago.mp3
Collision Course	ASC		The Astral Traveller						Drum & Bass	16747800	416			8		2009	3/21/20, 3:01 PM	3/21/20, 2:47 PM	320	44100		MPEG audio file		Visit http://asc77.bandcamp.com						Macintosh HD/Users/mck/Dropbox/Tracks/ASC - The Astral Traveller/ASC - The Astral Traveller - 08 Collision Course.mp3
Lightyears	ASC		The Astral Traveller						Drum & Bass	16747800	416			2		2009	3/21/20, 3:01 PM	3/21/20, 2:47 PM	320	44100		MPEG audio file		Visit http://asc77.bandcamp.com						Macintosh HD/Users/mck/Dropbox/Tracks/ASC - The Astral Traveller/ASC - The Astral Traveller - 02 Lightyears.mp3
Drifting Over	SHIFTED		Control						Techno	16784384	417			3		2011	3/6/16, 9:57 PM	3/21/20, 3:16 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Tracks/SHIFTED/Control/03 Drifting Over.mp3
Burning Stone (Original Mix)	Kirk Degiorgio		Burning Stone		On Edge Society				Techno	16825628	418			1		2018	8/14/18, 6:40 PM	3/21/20, 3:11 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Tracks/10821110_Burning_Stone_Original_Mix.mp3
Another Day	Clouds		Sharp Like A Razor						Techno	16985034	418			2		2019	3/21/20, 3:21 PM	3/21/20, 3:19 PM	320	44100		MPEG audio file		Visit http://headstrongrecords.bandcamp.com						Macintosh HD/Users/mck/Dropbox/Tracks/Clouds - Sharp Like A Razor/Clouds - Sharp Like A Razor - 02 Another Day.mp3
All The Wrong Reasons (Original Mix)	Uun		Dia Cero II		Suara				Techno	16947077	419			6		2018	8/14/18, 6:40 PM	3/21/20, 3:11 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Tracks/10383822_All_The_Wrong_Reasons_Original_Mix.mp3
Delta Shift	ASC		The Astral Traveller						Drum & Bass	16904535	420			9		2009	3/21/20, 3:01 PM	3/21/20, 2:47 PM	320	44100		MPEG audio file		Visit http://asc77.bandcamp.com						Macintosh HD/Users/mck/Dropbox/Tracks/ASC - The Astral Traveller/ASC - The Astral Traveller - 09 Delta Shift.mp3
Prologue	Shasta Cults		Shasta Cults						Ambient	16879228	420			1		2019	3/21/20, 11:28 AM	3/21/20, 2:45 PM	320	44100		MPEG audio file		Visit http://shastacults.bandcamp.com						Macintosh HD/Users/mck/Dropbox/Tracks/Shasta Cults - Shasta Cults/Shasta Cults - Shasta Cults - 01 Prologue.mp3
Cassini	ASC		The Astral Traveller						Drum & Bass	16962004	421			1		2009	3/21/20, 3:01 PM	3/21/20, 2:47 PM	320	44100		MPEG audio file		Visit http://asc77.bandcamp.com						Macintosh HD/Users/mck/Dropbox/Tracks/ASC - The Astral Traveller/ASC - The Astral Traveller - 01 Cassini.mp3
Divine Being	Tony Lionni		Sundance						House	10102334	421			4	4	2009	1/28/12, 7:14 PM	3/21/20, 2:14 PM	191	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/Sundance/04-tony_lionni--divine_being-dh.mp3
Drenched 2 (Original Mix)	SSTROM		Drenched 1-4		RÃ¶sten				Techno	17049776	422			2		2019	9/19/19, 6:22 PM	3/21/20, 3:20 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Tracks/11830962_Drenched_2_Original_Mix.mp3
Legend	Pat Metheny & Brad Mehldau		Metheny Mehldau						Jazz	10173630	422			5	10	2006	5/21/07, 9:41 PM	3/21/20, 2:14 PM	191	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/Metheny Mehldau/05 - Pat Metheny & Brad Mehldau - Legend.mp3
Part 4 - Psalm	John Coltrane		A Love Supreme						Jazz	17298530	422			4		1965	10/11/10, 7:13 PM	3/21/20, 2:14 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/A Love Supreme/04 - John Coltrane - Part 4 - Psalm.mp3
Potbelly Hill, Layer II (sanctuaries)	ROBERT CROUCH		A Gradual Accumulation of Ideas Becomes Truth						Ambient	17029442	424			6		2016	3/21/20, 2:46 PM	3/21/20, 2:45 PM	320	44100		MPEG audio file		Visit http://lineimprint.bandcamp.com						Macintosh HD/Users/mck/Dropbox/Tracks/ROBERT CROUCH - A Gradual Accumulation of Ideas Becomes Truth/ROBERT CROUCH - A Gradual Accumulation of Ideas Becomes Truth - 06 Potbelly Hill, Layer II (sanctuaries).mp3
Logical Regression	ASC		The Astral Traveller						Drum & Bass	17063360	424			5		2009	3/21/20, 3:01 PM	3/21/20, 2:47 PM	320	44100		MPEG audio file		Visit http://asc77.bandcamp.com						Macintosh HD/Users/mck/Dropbox/Tracks/ASC - The Astral Traveller/ASC - The Astral Traveller - 05 Logical Regression.mp3
Variations In Grey	Juniper	Dan Mumberson, Reuben Holt	Smallville Ways - 10 Years						House	17040669	424			9	11	2015	2/21/18, 5:04 PM	3/21/20, 2:48 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Tracks/Smallville Ways 10 Years/Juniper/09-Variations In Grey.mp3
Off World (Original Mix)	Benjamin Damage		Montreal		R&S Records				Techno	17136524	424			3		2017	10/27/17, 1:21 PM	3/21/20, 3:14 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Tracks/9737193_Off_World_Original_Mix.mp3
Shudder	Inigo Kennedy		Strata						Techno	19542429	426	1	1	4	9	2018	3/21/20, 5:15 PM	3/21/20, 3:20 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Tracks/inigo kennedy - strata/04 Inigo Kennedy - Shudder.mp3
Green Fingers (Original Mix)	Jonas Kopp		Jonas Kopp		Deeply Rooted				Techno	17165849	426			3		2012	11/26/17, 6:29 PM	3/21/20, 3:12 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Tracks/3852733_Green_Fingers_Original_Mix.mp3
Make Peace	Pat Metheny & Brad Mehldau		Metheny Mehldau						Jazz	10365080	426			10	10	2006	5/21/07, 9:42 PM	3/21/20, 2:14 PM	193	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/Metheny Mehldau/10 - Pat Metheny & Brad Mehldau - Make Peace.mp3
Control	SHIFTED		Control						Techno	17140736	426			1		2011	3/6/16, 9:57 PM	3/21/20, 3:16 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Tracks/SHIFTED/Control/01 Control.mp3
Evil Ways	Boo Williams		Home Town Chicago						House	17197956	427			8		2011	3/21/20, 2:31 PM	3/21/20, 2:14 PM	320	44100		MPEG audio file					1	3/21/20, 2:31 PM		Macintosh HD/Users/mck/Dropbox/Other Music/Home Town Chicago[FLAC]/8-Evil_Ways.mp3
Satya	Tony Lionni		Sundance						House	10383334	427			2	4	2009	1/28/12, 7:14 PM	3/21/20, 2:14 PM	194	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/Sundance/02-tony_lionni--satya-dh.mp3
Voyager (Original Mix)	Inigo Kennedy		Tornado		Token				Techno	17224000	427			3		2017	8/14/18, 6:40 PM	3/21/20, 3:11 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Tracks/9334806_Voyager_Original_Mix.mp3
The Question	dBridge		EXIT LP002 - dBridge - The Gemini Principle						Drum & Bass	17222247	428			7		2014	3/21/20, 2:55 PM	3/21/20, 2:47 PM	320	44100		MPEG audio file		Visit http://exitrecordsuk.bandcamp.com						Macintosh HD/Users/mck/Dropbox/Tracks/dBridge - EXIT LP002 - dBridge - The Gemini Principle/dBridge - EXIT LP002 - dBridge - The Gemini Principle - 07 The Question.mp3
Devil Muzik	Boo Williams		Home Town Chicago						House	17233484	428			2		2011	3/21/20, 2:31 PM	3/21/20, 2:14 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/Home Town Chicago[FLAC]/2-Devil_Muzik.mp3
Found Another Place	Tony Lionni		As One						House	17212682	429			4		2010	3/21/20, 2:41 PM	3/21/20, 2:14 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/As One/04. Tony Lionni - Found Another Place.mp3
Onda - Waiting for your love	King Britt		Deep and Sexy 4						House	13985601	430			1		2007	3/21/20, 2:38 PM	3/21/20, 2:14 PM	259	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/Deep and Sexy 4/01 - King Britt - Onda - Waiting for your love.mp3
House Party (Original Mix)	Milkplant		Black & Red Through Midi		Pilbus Records				Techno	17260888	431			4		2011	8/14/18, 6:23 PM	3/21/20, 3:11 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Tracks/1733155_House_Party_Original_Mix.mp3
Say the Brother's Name	Pat Metheny & Brad Mehldau		Metheny Mehldau						Jazz	10759854	434			7	10	2006	5/21/07, 9:41 PM	3/21/20, 2:14 PM	197	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/Metheny Mehldau/07 - Pat Metheny & Brad Mehldau - Say the Brother's Name.mp3
Utopia, Ohio	Kornél Kovács		Kornél Kovács ‎– Nincs EP						House	17527482	436			2		2017	3/21/20, 5:42 PM	3/21/20, 5:41 PM	320	44100		MPEG audio file		Visit http://studiobarnhus.bandcamp.com						Macintosh HD/Users/mck/Dropbox/Tracks/Kornél Kovács - Kornél Kovács _– Nincs EP/Kornél Kovács - Kornél Kovács ‎– Nincs EP - 02 Utopia, Ohio.mp3
Berlin - Live Cut 4	Karenn		Voam Club Archive Volume 1						Techno	17587125	437			6		2019	3/21/20, 3:21 PM	3/21/20, 3:20 PM	320	44100		MPEG audio file		Visit http://voam.bandcamp.com						Macintosh HD/Users/mck/Dropbox/Tracks/Karenn - Voam Club Archive Volume 1/Karenn - Voam Club Archive Volume 1 - 06 Berlin - Live Cut 4.mp3
Teis (Original Mix)	Amotik		Amotik 007		Amotik				Techno	17561929	437			3		2018	8/16/18, 11:08 AM	3/21/20, 3:04 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Tracks/9974490_Teis_Original_Mix.mp3
Madness (Falhaber Remix)	Brecc		Brecc - Overloaded						Techno	17667582	438			5		2019	3/21/20, 3:21 PM	3/21/20, 3:21 PM	320	44100		MPEG audio file		Visit http://coupprojekt.bandcamp.com						Macintosh HD/Users/mck/Dropbox/Tracks/Brecc - Brecc - Overloaded/Brecc - Brecc - Overloaded - 05 Madness (Falhaber Remix).mp3
If I Gave U My Love	Moodymann		SINNER | KDJ-48						House	17614815	438			4		2019	3/21/20, 5:42 PM	3/21/20, 5:41 PM	320	44100		MPEG audio file		Visit http://moodymann.bandcamp.com						Macintosh HD/Users/mck/Dropbox/Tracks/Moodymann - SINNER - KDJ-48/Moodymann - SINNER - KDJ-48 - 04 If I Gave U My Love.mp3
