Name	Artist	Composer	Album	Grouping	Work	Movement Number	Movement Count	Movement Name	Genre	Size	Time	Disc Number	Disc Count	Track Number	Track Count	Year	Date Modified	Date Added	Bit Rate	Sample Rate	Volume Adjustment	Kind	Equalizer	Comments	Plays	Last Played	Skips	Last Skipped	My Rating	Location
Black Buddafly (feat. Rave & Aisha)	NYGz		Welcome 2 G-Dom						Rap	5078696	264			15		2007	3/21/20, 2:39 PM	3/21/20, 2:14 PM	153	44100		MPEG audio file		-> C4 2 Ya DooR <-						Macintosh HD/Users/mck/Dropbox/Other Music/Welcome 2 G-Dom/15 - NYGz - Black Buddafly (feat. Rave & Aisha).mp3
Ready To Die	The Notorious B.I.G.		Ready To Die						Rap	10593648	264			6		1994	3/21/20, 2:39 PM	3/21/20, 2:14 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/Ready To Die/06 - The Notorious B.I.G. - Ready To Die.mp3
Babylon	Outkast		ATLiens						Rap	10666622	264			8		1996	11/20/10, 10:42 AM	3/21/20, 2:14 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/ATLiens/08 - Outkast - Babylon.mp3
Moments Of Soul / Love Is	Francois K		Deep And Sexy vol. 1 (mixed by Francois K)						House	7684913	264			12	12	2001	11/9/09, 11:15 AM	3/21/20, 2:14 PM	232	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/Deep And Sexy vol. 1 (mixed by Francois K)/12 - Francois K - Moments Of Soul - Love Is.mp3
Raw Trax 3 (Original Mix)	Surgeon		Raw Trax 1		Dynamic Tension				Techno	10680339	264			3		2019	6/6/19, 7:21 PM	3/21/20, 3:19 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Tracks/11942597_Raw_Trax_3_Original_Mix.mp3
Nutmeg ft. The RZA	Ghostface Killah		Supreme Clientele						Rap	5429763	265			2		2000	11/18/09, 12:27 PM	3/21/20, 2:14 PM	163	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/Supreme Clientele/02 - Ghostface Killah - Nutmeg ft. The RZA.mp3
Elevators (Me & You)	Outkast		ATLiens						Rap	10690667	265			6		1996	11/20/10, 10:42 AM	3/21/20, 2:14 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/ATLiens/06 - Outkast - Elevators (Me & You).mp3
When I Say G Ft. Blaq Mobb (Produced By Jake One)	Big Twins		The Project Kid						Rap	5839434	266			4	17	2009	8/20/09, 12:11 AM	3/21/20, 2:14 PM	175	44100		MPEG audio file		Enjoy & Go Support The Artist.......pz1						Macintosh HD/Users/mck/Dropbox/Other Music/The Project Kid/4 - Big Twins - When I Say G Ft. Blaq Mobb (Produced By Jake One).mp3
Somebody's Gotta Die	The Notorious B.I.G.		Life After Death [Disc 1]						Rap	10746611	266			2		1997	5/25/07, 11:04 PM	3/21/20, 2:14 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/Life After Death [Disc 1]/02 - The Notorious B.I.G. - Somebody's Gotta Die.mp3
Dead Presidents II (New Lyrics)	Jay-Z		Reasonable Doubt						Rap	10741450	267			4		1996	3/21/20, 2:37 PM	3/21/20, 2:14 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/Reasonable Doubt/04 Dead Presidents II (New Lyrics).mp3
She Lives In My Lap (feat. Rosario Dawson)	OutKast		Speakerboxx, The Love Below Disc 2						Rap	6777093	267			8	20	2003	9/6/09, 12:03 PM	3/21/20, 2:14 PM	202	44100		MPEG audio file		ÜberStandard - UberNet.org						Macintosh HD/Users/mck/Dropbox/Other Music/Speakerboxx, The Love Below Disc 2/08 - OutKast - She Lives In My Lap (feat. Rosario Dawson).mp3
Raise It Up	Slum Village		Fantastic, Vol. 2						Rap	7590137	267			13		2000	3/21/20, 2:40 PM	3/21/20, 2:14 PM	226	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/Fantastic, Vol. 2/13 - Slum Village - Raise It Up.mp3
Forth and Back	Slum Village		Fantastic, Vol. 2						Rap	8137453	269			9		2000	3/21/20, 2:40 PM	3/21/20, 2:14 PM	241	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/Fantastic, Vol. 2/9 - Slum Village - Forth and Back.mp3
Let My Niggas Live	Wu-Tang Clan		The W						Rap	7953313	269			8		2000	3/21/20, 2:43 PM	3/21/20, 2:14 PM	235	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/The W/8 - Wu-Tang Clan - Let My Niggas Live.mp3
Hide My Tears	Roc Marciano		Marcberg						Rap	5407095	271			14	15	2010	3/21/20, 2:39 PM	3/21/20, 2:14 PM	159	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/Marcberg/14 - Roc Marciano - Hide My Tears.mp3
Fantastic	Slum Village		Slum Village						Rap	6531200	272			13		2005	3/20/07, 9:17 PM	3/21/20, 2:14 PM	192	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/Slum Village/13 - Slum Village - Fantastic.Mp3
Brown	The Roy Hargrove Quintet		Earfood						Jazz	10943528	272			2		2008	11/13/10, 12:56 PM	3/21/20, 2:14 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/Earfood/02 - The Roy Hargrove Quintet - Brown.mp3
Marcberg	Roc Marciano		Marcberg						Rap	4510412	272			13	15	2010	3/21/20, 2:39 PM	3/21/20, 2:14 PM	132	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/Marcberg/13 - Roc Marciano - Marcberg.mp3
Regrets	Jay-Z		Reasonable Doubt						Rap	11023548	274			14		1996	3/21/20, 2:37 PM	3/21/20, 2:14 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/Reasonable Doubt/14 Regrets.mp3
Sign of The Dragon	Xiorro		Double Dragon EP						Techno	11137388	274			4		2019	3/21/20, 3:21 PM	3/21/20, 3:20 PM	320	44100		MPEG audio file		Visit http://whirlwindtrax.bandcamp.com						Macintosh HD/Users/mck/Dropbox/Tracks/Xiorro & Buzzi - Double Dragon EP/Xiorro - Double Dragon EP - 04 Sign of The Dragon.mp3
Grain	Buzzi		Double Dragon EP						Techno	11144702	274			1		2019	3/21/20, 3:21 PM	3/21/20, 3:20 PM	320	44100		MPEG audio file		Visit http://whirlwindtrax.bandcamp.com						Macintosh HD/Users/mck/Dropbox/Tracks/Xiorro & Buzzi - Double Dragon EP/Buzzi - Double Dragon EP - 01 Grain.mp3
Paper Chase	Jay-Z		Vol.2...Hard Knock Life						Rap	10999910	274			10		1998	6/12/07, 5:10 PM	3/21/20, 2:14 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/Vol.2...Hard Knock Life/10-14 - Jay-Z - Paper Chase.mp3
X-Unknown	Originoo Gunn Clappaz		Da Storm						Rap	11090320	275			13		1996	3/21/20, 2:39 PM	3/21/20, 2:14 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/Da Storm/13 - Originoo Gunn Clappaz - X-Unknown.mp3
Reset (Feat. Khujo Goodie & Cee-Lo)	OutKast		Speakerboxxx, The Love Below (Disc 1)						Rap	6761605	275			16	19	2003	9/6/09, 12:03 PM	3/21/20, 2:14 PM	196	44100		MPEG audio file		ÜberStandard - UberNet.org						Macintosh HD/Users/mck/Dropbox/Other Music/Speakerboxxx, The Love Below (Disc 1)/16 - OutKast - Reset (Feat. Khujo Goodie & Cee-Lo).mp3
Ridin Around	Roc Marciano		Marcberg						Rap	4996451	275			7	15	2010	3/21/20, 2:39 PM	3/21/20, 2:14 PM	144	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/Marcberg/7 - Roc Marciano - Ridin Around.mp3
Flip Flop Rock (Feat. Killer Mike & Jay-Z)	OutKast		Speakerboxxx, The Love Below (Disc 1)						Rap	7684210	275			14	19	2003	9/6/09, 12:01 PM	3/21/20, 2:14 PM	222	44100		MPEG audio file		ÜberStandard - UberNet.org						Macintosh HD/Users/mck/Dropbox/Other Music/Speakerboxxx, The Love Below (Disc 1)/14 - OutKast - Flip Flop Rock (Feat. Killer Mike & Jay-Z).mp3
We Do It (feat. KA)	Roc Marciano		Marcberg						Rap	4999260	276			5	15	2010	3/21/20, 2:39 PM	3/21/20, 2:14 PM	144	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/Marcberg/5 - Roc Marciano - We Do It (feat. KA).mp3
Wild Cowboys In Bucktown	Originoo Gunn Clappaz		Da Storm						Rap	11110188	276			11		1996	3/21/20, 2:39 PM	3/21/20, 2:14 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/Da Storm/11 - Originoo Gunn Clappaz - Wild Cowboys In Bucktown.mp3
Swarm	Doc Scott		15 Years of Metalheadz						Drum & Bass	13401456	276			7	15	2009	3/21/20, 2:36 PM	3/21/20, 2:14 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/15 Years of Metalheadz/07 - Doc Scott - Swarm.mp3
Pulp Fiction	Alex Reece		15 Years of Metalheadz						Drum & Bass	13408778	276			4	15	2009	3/21/20, 2:30 PM	3/21/20, 2:14 PM	320	44100		MPEG audio file					1	3/21/20, 2:30 PM		Macintosh HD/Users/mck/Dropbox/Other Music/15 Years of Metalheadz/04 - Alex Reece - Pulp Fiction.mp3
Brooklyn's Finest (feat. Notorious B.I.G.)	Jay-Z		Reasonable Doubt						Rap	11124938	276			3		1996	3/21/20, 2:37 PM	3/21/20, 2:14 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/Reasonable Doubt/03 Brooklyn's Finest (feat. Notorious B.I.G.).mp3
Behold A Lady	OutKast		Speakerboxx, The Love Below Disc 2						Rap	7557525	277			12	20	2003	9/6/09, 12:03 PM	3/21/20, 2:14 PM	217	44100		MPEG audio file		ÜberStandard - UberNet.org						Macintosh HD/Users/mck/Dropbox/Other Music/Speakerboxx, The Love Below Disc 2/12 - OutKast - Behold A Lady.mp3
Elevators (ONP 86 Mix)	Outkast		ATLiens						Rap	11179682	277			15		1996	11/20/10, 10:42 AM	3/21/20, 2:14 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/ATLiens/15 - Outkast - Elevators (ONP 86 Mix).mp3
Track 20	Slum Village		Fantastic, Vol. 2						Rap	8373862	277			20		2000	3/21/20, 2:40 PM	3/21/20, 2:14 PM	240	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/Fantastic, Vol. 2/20 - Slum Village - Track 20.mp3
We Made It ft. Superb	Ghostface Killah		Supreme Clientele						Rap	7824282	277			12		2000	11/18/09, 12:27 PM	3/21/20, 2:14 PM	225	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/Supreme Clientele/12 - Ghostface Killah - We Made It ft. Superb.mp3
27 Club	Xiorro		Double Dragon EP						Techno	11288898	278			2		2019	3/21/20, 3:21 PM	3/21/20, 3:20 PM	320	44100		MPEG audio file		Visit http://whirlwindtrax.bandcamp.com						Macintosh HD/Users/mck/Dropbox/Tracks/Xiorro & Buzzi - Double Dragon EP/Xiorro - Double Dragon EP - 02 27 Club.mp3
Tell Me	Slum Village		Fantastic, Vol. 2						Rap	7630382	278			7		2000	3/21/20, 2:40 PM	3/21/20, 2:14 PM	219	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/Fantastic, Vol. 2/7 - Slum Village - Tell Me.mp3
APT. 3B	N.Y. House'n Authority		APT.		5A Cm				House	6702877	278			6		1989	3/21/20, 2:38 PM	3/21/20, 2:14 PM	192	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/N.Y. House'n Authority - APT EP (1989 Nu Groove Records [NG 025])/06 N.Y. House'n Authority - APT. 3B.mp3
Mr Malcontent	dBridge		EXIT LP002 - dBridge - The Gemini Principle						Drum & Bass	11284092	279			6		2014	3/21/20, 2:55 PM	3/21/20, 2:47 PM	320	44100		MPEG audio file		Visit http://exitrecordsuk.bandcamp.com						Macintosh HD/Users/mck/Dropbox/Tracks/dBridge - EXIT LP002 - dBridge - The Gemini Principle/dBridge - EXIT LP002 - dBridge - The Gemini Principle - 06 Mr Malcontent.mp3
Sinner	Moodymann		SINNER | KDJ-48						House	11264970	280			9		2019	3/21/20, 5:42 PM	3/21/20, 5:41 PM	320	44100		MPEG audio file		Visit http://moodymann.bandcamp.com						Macintosh HD/Users/mck/Dropbox/Tracks/Moodymann - SINNER - KDJ-48/Moodymann - SINNER - KDJ-48 - 09 Sinner.mp3
Go Ladies	Slum Village		Fantastic, Vol. 2						Rap	7745321	280			19		2000	3/21/20, 2:40 PM	3/21/20, 2:14 PM	220	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/Fantastic, Vol. 2/19 - Slum Village - Go Ladies.mp3
Slums	Calibre		Overflow						Drum & Bass	7030185	280			2		2008	11/8/09, 9:22 PM	3/21/20, 2:14 PM	198	44100		MPEG audio file		Track 2						Macintosh HD/Users/mck/Dropbox/Other Music/Overflow/02 - Calibre - Slums.mp3
Strasbourg / St. Denis	The Roy Hargrove Quintet		Earfood						Jazz	11288362	280			3		2008	11/13/10, 12:55 PM	3/21/20, 2:14 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/Earfood/03 - The Roy Hargrove Quintet - Strasbourg - St. Denis.mp3
Itz On (feat. Rave)	NYGz		Welcome 2 G-Dom						Rap	4921524	281			1		2007	3/21/20, 2:39 PM	3/21/20, 2:14 PM	139	44100		MPEG audio file		-> C4 2 Ya DooR <-						Macintosh HD/Users/mck/Dropbox/Other Music/Welcome 2 G-Dom/1 - NYGz - Itz On (feat. Rave).mp3
Clouds - Nitrous & Oxide	Headstrong		HS001						Techno	11455998	282			4		2017	3/21/20, 3:21 PM	3/21/20, 3:19 PM	320	44100		MPEG audio file		Visit http://headstrongrecords.bandcamp.com						Macintosh HD/Users/mck/Dropbox/Tracks/Headstrong - HS001/Headstrong - HS001 - 04 Clouds - Nitrous & Oxide.mp3
I Got a Story to Tell	The Notorious B.I.G.		Life After Death [Disc 1]						Rap	11382955	282			12		1997	3/21/20, 12:29 PM	3/21/20, 2:14 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/Life After Death [Disc 1]/12 - The Notorious B.I.G. - I Got a Story to Tell.mp3
One More Chance	The Notorious B.I.G.		Ready To Die						Rap	11329259	282			7		1994	3/21/20, 2:39 PM	3/21/20, 2:14 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/Ready To Die/07 - The Notorious B.I.G. - One More Chance.mp3
Josey's Tune	Kornél Kovács		The Bells						House	11443167	284			5		2017	3/21/20, 5:42 PM	3/21/20, 5:41 PM	320	44100		MPEG audio file		Visit http://studiobarnhus.bandcamp.com						Macintosh HD/Users/mck/Dropbox/Tracks/Kornél Kovács - The Bells/Kornél Kovács - The Bells - 05 Josey's Tune.mp3
Trapped	2Pac		2Pacalypse Now						Rap	8521411	284			2		1991	3/21/20, 2:43 PM	3/21/20, 2:14 PM	238	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/2Pacalypse Now/2 - 2Pac - Trapped.mp3
Itaal Shur Presents Milk & Honey / Touch (Attaboy Dub)	Francois K		Deep And Sexy vol. 1 (mixed by Francois K)						House	9047801	286			10	12	2001	11/9/09, 11:15 AM	3/21/20, 2:14 PM	252	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/Deep And Sexy vol. 1 (mixed by Francois K)/10 - Francois K - Itaal Shur Presents Milk & Honey - Touch (Attaboy Dub).mp3
Money, Cash, Hoes	Jay-Z		Vol.2...Hard Knock Life						Rap	11449221	286			6		1998	6/12/07, 5:08 PM	3/21/20, 2:14 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/Vol.2...Hard Knock Life/6-14 - Jay-Z - Money, Cash, Hoes.mp3
Tomb Of The Boom (Feat. Konkrete, Big Gipp & Ludacris)	OutKast		Speakerboxxx, The Love Below (Disc 1)						Rap	6616951	286			11	19	2003	9/6/09, 12:01 PM	3/21/20, 2:14 PM	184	44100		MPEG audio file		ÜberStandard - UberNet.org						Macintosh HD/Users/mck/Dropbox/Other Music/Speakerboxxx, The Love Below (Disc 1)/11 - OutKast - Tomb Of The Boom (Feat. Konkrete, Big Gipp & Ludacris).mp3
God Don't Like Ugly	Originoo Gunn Clappaz		Da Storm						Rap	11532322	286			12		1996	3/21/20, 2:39 PM	3/21/20, 2:14 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/Da Storm/12 - Originoo Gunn Clappaz - God Don't Like Ugly.mp3
Kick in the Door	The Notorious B.I.G.		Life After Death [Disc 1]						Rap	11551179	287			4		1997	5/25/07, 11:07 PM	3/21/20, 2:14 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/Life After Death [Disc 1]/04 - The Notorious B.I.G. - Kick in the Door.mp3
APT. 2A	N.Y. House'n Authority		APT.		11B A				House	6916036	287			2		1989	3/21/20, 2:38 PM	3/21/20, 2:14 PM	192	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/N.Y. House'n Authority - APT EP (1989 Nu Groove Records [NG 025])/02 N.Y. House'n Authority - APT. 2A.mp3
new poem	Ulla		Tumbling Towards a Wall						Ambient	11564145	288			1		2020	3/21/20, 5:41 PM	3/21/20, 5:41 PM	320	44100		MPEG audio file		Visit http://ullastraus.bandcamp.com						Macintosh HD/Users/mck/Dropbox/Tracks/Ulla - Tumbling Towards a Wall/Ulla - Tumbling Towards a Wall - 01 new poem.mp3
APT. 2B	N.Y. House'n Authority		APT.		9A Em				House	6929829	288			5		1989	3/21/20, 2:38 PM	3/21/20, 2:14 PM	192	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/N.Y. House'n Authority - APT EP (1989 Nu Groove Records [NG 025])/05 N.Y. House'n Authority - APT. 2B.mp3
Block Out	Mark E		Outdoor Pursuits						House	11709637	288			3		2020	3/21/20, 5:42 PM	3/21/20, 5:41 PM	320	44100		MPEG audio file		Visit http://studiobarnhus.bandcamp.com						Macintosh HD/Users/mck/Dropbox/Tracks/Mark E - Outdoor Pursuits/Mark E - Outdoor Pursuits - 03 Block Out.mp3
Ride Or Die	Jay-Z		Vol.2...Hard Knock Life						Rap	11534896	288			4		1998	6/12/07, 5:07 PM	3/21/20, 2:14 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/Vol.2...Hard Knock Life/4-14 - Jay-Z - Ride Or Die.mp3
APT. 1A	N.Y. House'n Authority		APT.		3A A#m				House	6933591	288			1		1989	3/21/20, 2:38 PM	3/21/20, 2:14 PM	192	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/N.Y. House'n Authority - APT EP (1989 Nu Groove Records [NG 025])/01 N.Y. House'n Authority - APT. 1A.mp3
Got A Thing	CALIBRE		Second Sun						Drum & Bass	11554816	288			5		2016	3/21/20, 2:55 PM	3/21/20, 2:55 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Tracks/CALIBRE/Second Sun/05 Got A Thing.mp3
I Got Werk (live)	Moodymann		SINNER | KDJ-48						House	11594113	288			7		2019	3/21/20, 5:42 PM	3/21/20, 5:41 PM	320	44100		MPEG audio file		Visit http://moodymann.bandcamp.com						Macintosh HD/Users/mck/Dropbox/Tracks/Moodymann - SINNER - KDJ-48/Moodymann - SINNER - KDJ-48 - 07 I Got Werk (live).mp3
Joy Is Sorrow Unmasked	The Roy Hargrove Quintet		Earfood						Jazz	11597651	288			5		2008	11/13/10, 12:56 PM	3/21/20, 2:14 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/Earfood/05 - The Roy Hargrove Quintet - Joy Is Sorrow Unmasked.mp3
Drinnahilly	CALIBRE		Second Sun						Drum & Bass	11584000	289			13		2016	3/21/20, 2:55 PM	3/21/20, 2:55 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Tracks/CALIBRE/Second Sun/13 Drinnahilly.mp3
Savannah Heat	Calibre		Overflow						Drum & Bass	7796520	290			1		2008	11/8/09, 9:22 PM	3/21/20, 2:14 PM	212	44100		MPEG audio file		Track 1			1	3/21/20, 2:30 PM		Macintosh HD/Users/mck/Dropbox/Other Music/Overflow/01 - Calibre - Savannah Heat.mp3
Exemption	Alix Perez		Shogun Audio Presents - Way Of The Warrior						Drum & Bass	12206409	290			10		2011	3/21/20, 2:30 PM	3/21/20, 2:14 PM	320	44100		MPEG audio file		www.digital-tunes.net			1	3/21/20, 2:30 PM		Macintosh HD/Users/mck/Dropbox/Other Music/Shogun-Audio-Presents---Way-Of-The-Warrior/10_Alix-Perez__Exemption.mp3
The World Is Yours	NaS		Illmatic (10th Anniversary Illmatic Platinum Series) (Disc 1)						Rap	11622697	290			4			6/9/07, 5:12 PM	3/21/20, 2:14 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/Illmatic (10th Anniversary Illmatic Platinum Series) (Disc 1)/04 - NaS - The World Is Yours.mp3
Gunn Clapp	Originoo Gunn Clappaz		Da Storm						Rap	11694272	290			5		1996	3/21/20, 2:39 PM	3/21/20, 2:14 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/Da Storm/05 - Originoo Gunn Clappaz - Gunn Clapp.mp3
Body Transfer	Buzzi		Double Dragon EP						Techno	11802988	291			3		2019	3/21/20, 3:21 PM	3/21/20, 3:20 PM	320	44100		MPEG audio file		Visit http://whirlwindtrax.bandcamp.com						Macintosh HD/Users/mck/Dropbox/Tracks/Xiorro & Buzzi - Double Dragon EP/Buzzi - Double Dragon EP - 03 Body Transfer.mp3
King of Towels	Xiorro		Double Dragon EP						Techno	11806123	291			6		2019	3/21/20, 3:21 PM	3/21/20, 3:20 PM	320	44100		MPEG audio file		Visit http://whirlwindtrax.bandcamp.com						Macintosh HD/Users/mck/Dropbox/Tracks/Xiorro & Buzzi - Double Dragon EP/Xiorro - Double Dragon EP - 06 King of Towels.mp3
Niggas Bleed	The Notorious B.I.G.		Life After Death [Disc 1]						Rap	11714179	291			11		1997	5/25/07, 11:09 PM	3/21/20, 2:14 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/Life After Death [Disc 1]/11 - The Notorious B.I.G. - Niggas Bleed.mp3
Cricket Orchestra	Smallpeople	Julius Steinhoff, Just von Ahlefeld	Smallville Ways - 10 Years						House	11729477	291			5	11	2015	2/21/18, 5:04 PM	3/21/20, 2:48 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Tracks/Smallville Ways 10 Years/Smallpeople/05-Cricket Orchestra.mp3
Gravel Pit	Wu-Tang Clan		The W						Rap	8632634	291			12		2000	3/21/20, 2:43 PM	3/21/20, 2:14 PM	236	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/The W/12 - Wu-Tang Clan - Gravel Pit.mp3
Jupiter	Friction, K Tee		Shogun Audio Presents - Way Of The Warrior						Drum & Bass	12255524	291			5		2011	3/21/20, 2:39 PM	3/21/20, 2:14 PM	320	44100		MPEG audio file		www.digital-tunes.net						Macintosh HD/Users/mck/Dropbox/Other Music/Shogun-Audio-Presents---Way-Of-The-Warrior/05_Friction__Jupiter.mp3
smile	Ulla		Tumbling Towards a Wall						Ambient	11711476	291			6		2020	3/21/20, 5:41 PM	3/21/20, 5:41 PM	320	44100		MPEG audio file		Visit http://ullastraus.bandcamp.com						Macintosh HD/Users/mck/Dropbox/Tracks/Ulla - Tumbling Towards a Wall/Ulla - Tumbling Towards a Wall - 06 smile.mp3
VIP Drums	Doc Scott		15 Years of Metalheadz						Drum & Bass	14038848	292			1	15	2009	3/21/20, 2:36 PM	3/21/20, 2:14 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/15 Years of Metalheadz/01 - Doc Scott - VIP Drums.mp3
Clouds - Overflow Ya	Headstrong		HS001						Techno	11859329	292			3		2017	3/21/20, 3:21 PM	3/21/20, 3:19 PM	320	44100		MPEG audio file		Visit http://headstrongrecords.bandcamp.com						Macintosh HD/Users/mck/Dropbox/Tracks/Headstrong - HS001/Headstrong - HS001 - 03 Clouds - Overflow Ya.mp3
Alone In A Crowd	Calibre		Overflow						Drum & Bass	7325798	292			3		2008	11/8/09, 9:23 PM	3/21/20, 2:14 PM	198	44100		MPEG audio file		Track 3						Macintosh HD/Users/mck/Dropbox/Other Music/Overflow/03 - Calibre - Alone In A Crowd.mp3
N.Y. State Of Mind	NaS		Illmatic (10th Anniversary Illmatic Platinum Series) (Disc 1)						Rap	11763758	294			2			6/9/07, 5:13 PM	3/21/20, 2:14 PM	320	44100		MPEG audio file								Macintosh HD/Users/mck/Dropbox/Other Music/Illmatic (10th Anniversary Illmatic Platinum Series) (Disc 1)/02 - NaS - N.Y. State Of Mind.mp3
